Scrapping_time,Link,New_Store_ID,Store_ID_raw,Search Query,Store Name,Store Rating,Category,Website Store,Address,Longitude,Latitude,N_Reviews,N_Blog_Reviews,Booking Hub Button Name,Certificate Button,Review_position,Review_Type,Reviewer_ID,Reviewer_N_reviews,Reviewer_N_photos,Reviewer_N_followers,Review_written,# Reviews_selected,Review_selected,Review_ID,Review_Time,Nth_visit,Proof method,Rating,Visit_Day,Have_reply,Time_reply
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,36,Visitor Review,mhs****,18.0,57,,뷰가 좋아요~! 빵도 종류가 있네요<~!,5.0,커피가 맛있어요,R165,23.11.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,37,Visitor Review,먹고살찌고구경하고힐링하고,160.0,692,1.0,빵도 커피도 뷰도 굿 입니다~~일찍 가시는 걸 추천!,5.0,커피가 맛있어요,R166,23.9.23,2번째 방문,"인증 수단
결제내역",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,38,Visitor Review,na2****,339.0,178,,조용하고 맛있어요,5.0,커피가 맛있어요,R167,1.3.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,39,Visitor Review,jinsol4864,23.0,50,,빈스텔라 비스트로 이번에 오픈해서 다녀왔는데 삼남매랑 같이 너무 잘 먹고 왔어요.뒤로 보이는 금강풍경도 좋았고 음식들도 모두 아이들이랑 먹기 좋아서 다음에 또 오기로 했어요.바로 옆에 빈스텔라카페까지 있어서 한큐에 해결가능한 점도 편하더라구요.세종데이트나 외식장소로 추천합니다.,5.0,특별한 메뉴가 있어요,R168,23.7.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,40,Visitor Review,도지로그,410.0,282,,인테리어 예쁘고 커피도 맛있어요,5.0,커피가 맛있어요,R169,,,,,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,41,Visitor Review,wddyok,52.0,241,2.0,산속에 와있는 듯 너무 좋아요,5.0,커피가 맛있어요,R170,23.11.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,42,Visitor Review,하와아,14.0,12,,감자탕 먹고 왔는데 여기는 분위기 넘 럭셔리…⭐️,5.0,커피가 맛있어요,R171,23.12.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,43,Visitor Review,네네에에에,1926.0,140,21.0,"여자직원(?)이 좀 불친절했지만 빵은 맛있었어요.
뷰도 좋네요",1.0,,R172,23.12.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,44,Visitor Review,대전4652,11.0,3,,화이트톤 인테리어가 좋아요,5.0,인테리어가 멋져요,R173,1.27.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,45,Visitor Review,gei****,15.0,1,,평일 낮이라 한적하고 뷰도 좋고. 잘 쉬다 갑니다.,5.0,커피가 맛있어요,R174,1.25.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,46,Visitor Review,aba****,20.0,10,,"카페 커서 좋아요 근데 제가 방문했을 때 단체손님들이 너무 시끄러워 불편했지만... 커피 맛있었고(아메는 괜찮았으나 라떼는 보통) 뱅쇼도 먹을만했어
요
내용 더보기",5.0,커피가 맛있어요,R175,23.12.23,1번째 방문,"인증 수단
결제내역",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,47,Visitor Review,mys****,191.0,338,9.0,비오는 날에 가도 좋은 대형 베이커리 카페. 인테리어는 멋있고 주차는 편하고 인기있는 곳이라 카페 안에는 북적였어요 ! 화이트 아인슈페너는 다른 곳에서 맛볼 수 없는 특색있는 메뉴였고 매실차와 생강차도 진하고 괜찮았어요 !,5.0,커피가 맛있어요,R176,23.7.23,1번째 방문,"인증 수단
결제내역",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,48,Visitor Review,느낌데로,1247.0,469,18.0,,5.0,빵이 맛있어요,R177,2.12.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,49,Visitor Review,키다리 네모,30.0,22,,"11시쯤 왔는데 빵이 다 안나와서 아쉬웠어요~
여전히 분위기좋고 뷰도 좋아요~!",5.0,커피가 맛있어요,R178,23.10.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,50,Visitor Review,용용이1388,323.0,1679,35.0,합강오토캠핑장 근처에 대형카페가 있어요~분위기도좋구 베이커리도 다양해서 데이트하기 참 좋은 곳이라 추천드려요~카페 외에도 비어랑 와인 피자도 파는 pub이 있어 저녁때 들려 봐도 좋을 것 같습니다. 세종대형카페 강추,5.0,커피가 맛있어요,R179,23.7.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,51,Visitor Review,Muse33,638.0,124,21.0,"강뷰 보다는 산뷰가 좋은듯요! 강쪽은 농어촌공사가 딱! 보여서 저는 soso
야외테이블 있어 요즘같은 날씨에 앉아서 먹기 좋은데 환풍기 냄새가 있어서 계속 있다보니 😵‍💫😵",5.0,디저트가 맛있어요,R180,23.10.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,52,Visitor Review,니가내행복이다,569.0,537,27.0,"용댕이 매운탕먹고 바로 옆에 있길레 다녀왔어요
카페가 넘 이쁘고 내부도 넘 깨끗하고 좋았어요 단지 음악이 넘 시끄럽게 느껴지더라구요 그것만 아니면 너무 좋았어요
운치있더라구요 ㅎ",5.0,음료가 맛있어요,R181,23.8.23,1번째 방문,"인증 수단
결제내역",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,53,Visitor Review,우아한 백조,714.0,482,13.0,청주근교 가볼만한곳으로 추천합니다,5.0,음료가 맛있어요,R182,23.9.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,54,Visitor Review,esaes,494.0,296,17.0,뷰가 이쁘고 넓어서 좋아요,5.0,음료가 맛있어요,R183,23.12.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,55,Visitor Review,코야3214,167.0,150,,"커피 음료수 디저트 맛있어요 😁
뷰도 넘 좋구요^^ 매장이 깨끗해요 
친절해요👍",5.0,커피가 맛있어요,R184,23.8.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,56,Visitor Review,쫑쫑이뿡뿡이,206.0,419,14.0,"금강뷰 뷰맛집 빈스텔라~ 음료도 다양한데 한결같이 맛있고~ 베이커리 종류도 정말 맛있어요~ 뷰도 먹고~ 맛있는 디저트도 먹고 지상낙원이네용 엄청 
넓다보니 사람들이 많아도 시끄럽지 않아 좋았어요~ 주차 공간도 넉넉하고요~
내용 더보기",5.0,커피가 맛있어요,R185,23.6.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,57,Visitor Review,봉사료,158.0,61,6.0,좋아요,5.0,디저트가 맛있어요,R186,1.27.23,2번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,58,Visitor Review,가을시12,616.0,755,27.0,"오픈할때 가고 간만에 갔는데 여전히 핫하네요
크리스마스트리가 넘 이뻤는데 왜 사진을 안찍었지 ㅎㅎ",5.0,디저트가 맛있어요,R187,23.11.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,59,Visitor Review,오직 나누며25,552.0,219,,여름의 끝자락 뷰티크아메리카노맛이 정말 맛있었어요 빙수는 가격이 좀 아쉽고 편안히 쉬고 싶을때 가면 좋을듯합니다.,5.0,커피가 맛있어요,R188,23.8.23,2번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,60,Visitor Review,아트임,267.0,475,,세종교외에 이런 예쁜 대형카페가 있는지몰랐네여 음료도 맛있고 친절하시구요 뷰도 너무 좋네요 덥지않을 때는 야외 테라스도 너무 예쁘겠어요 정원에도 테이블있어서 시원할땐 나가서 마시려구요💕,5.0,커피가 맛있어요,R189,23.6.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,61,Visitor Review,pri****,530.0,171,,맛은 평범한데 공간이 깔끔하고 의자도 편해서 대화하고 머무르기 좋아요. 개방감있어서 분위기 좋아요^^,5.0,매장이 청결해요,R190,23.11.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,62,Visitor Review,해인여행,102.0,465,12.0,"오랜만에 들린 빈스텔라
날씨도 좋고 디저트도 맛있고 식사하니 20프로 할인 쿠폰도 주셔서 은북 회원들과 함께 즐거운 시간 보냈어요",5.0,커피가 맛있어요,R191,23.10.23,2번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,63,Visitor Review,mus****,482.0,14,,빵도 맛있고 분위기도 좋아요,5.0,디저트가 맛있어요,R192,23.12.23,2번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,64,Visitor Review,사랑의날개,1618.0,1662,34.0,,5.0,커피가 맛있어요,R193,23.12.23,4번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,65,Visitor Review,마르가리타78,625.0,2,,멋진곳이에요,5.0,인테리어가 멋져요,R194,1.20.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,66,Visitor Review,팔딱숭어,387.0,246,7.0,"많은 사람들이 찾는 핫플레이스입니다 음료와 빵, 디저트도 맛있고 내부가 쾌적합니다 외부에 설치한 자리들은 아이들과 함께 이용하기 좋아요 아직은 
많이 덥지 않아요 다만 가격이 좀 비싸고 입구 도로에 커브가 있어 운전에 조심해야 합니다
내용 더보기",5.0,커피가 맛있어요,R195,23.6.23,1번째 방문,"인증 수단
결제내역",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,67,Visitor Review,han****,396.0,40,,굿,5.0,매장이 넓어요,R196,1.14.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,68,Visitor Review,룰 루르,141.0,52,,"빈스텔라 뷰가 너무 좋고, 테이블이 다양해서 부모님과 오기에도 딱 좋아요! 요기 주변에서 매운탕 먹고 카페 가면 부모님한테 칭찬받는 코스~~",5.0,커피가 맛있어요,R197,23.12.23,2번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,69,Visitor Review,dla****,171.0,769,8.0,금강뷰가 너무 좋네요!!뷰맛집이에요,5.0,인테리어가 멋져요,R198,23.10.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,70,Visitor Review,ddangcong,996.0,394,8.0,좋아요 카페 분위기 뷰 다 좋네요!,5.0,음료가 맛있어요,R199,23.10.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,71,Visitor Review,하쿄지니,11.0,9,,일단 음료가 너무 맛있어요... 피스타치오슈페너랑 복자두플라워에이드 시켰는데 예쁜 것도 예쁜 거지만 너무 맛있어요... 부드럽고 달콤해서 아이스크림 먹는 느낌!! 소금빵도 맛있고 뺑오쇼콜라도 맛있었어요!! 특히 초코가 많이 달지 않아서 흡입했네요... 왜 사람들이 많은지 알겠어요! 세종대형카페 중 최고예요!,5.0,인테리어가 멋져요,R200,23.8.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,72,Visitor Review,어느 순간,287.0,139,,"오픈 시간에 맞추어 갔는데 빵이 하나도 없었어요 실망스러웠어요 커피주문하고 조금 기다렸더니 1번 선수로 소금빵이 나왔어요 꽤 오랜시간 있었는데
 빵종류는 그리많지 않았어요 전체적으로 기대한만큼은 아니었어요
내용 더보기",5.0,커피가 맛있어요,R201,23.9.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,73,Visitor Review,보석96,28.0,27,,날씨가 너무 좋아서 나왔는데 빵도 맛있고 금강뷰도 넘 예뻐서 좋습니다~!!,5.0,매장이 청결해요,R202,23.10.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,74,Visitor Review,한솔동날다람쥐,778.0,169,4.0,찰떡콩빵 미쳤어요 사진을 못 찍었네요,5.0,특별한 메뉴가 있어요,R203,23.10.23,3번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,75,Visitor Review,madida,189.0,598,6.0,뷰 너무 좋고 커피랑 케이크 빵 다 맛있어요!! 뷰랑 맛 둘다 좋긴 어려운데 빈스텔라는 완벽해용 자주 갈것같아요! 😊👍,5.0,커피가 맛있어요,R204,23.8.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,76,Visitor Review,jj5031,757.0,293,12.0,"까페바로옆 용뎅이매기매운탕먹고 차마시러왔는데~~~ 넘 좋으네요 차도맛있고 뷰도좋고 공간등등~~~^.^
내용 더보기",5.0,커피가 맛있어요,R205,23.8.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,77,Visitor Review,날씨좋음,356.0,72,16.0,"뷰가 좋아요 ㅎㅎ
커피 종류가 많지는 않지만 맛있어요 ㅎㅎ",5.0,뷰가 좋아요,R206,23.9.23,1번째 방문,"인증 수단
영수증",,,No,
13/02/2024-23:14:43,https://m.place.naver.com/share?id=1719713938&tabsPath=%2Fhome&appMode=detail,2,10,세종 커피빈,빈스텔라,,"카페,디저트",https://www.instagram.com/beanstella_cafe,"세종 연동면 태산로 155 1동 1층, 2층, 3층",,,820,570,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",,78,Visitor Review,jun위너,51.0,29,,두번째방문입니다 크림들어있는빵 정말 맛있게 잘먹었어요,5.0,디저트가 맛있어요,R207,23.9.23,2번째 방문,"인증 수단
결제내역",,,No,
